query_id,query_text,document_title,document_text,document_text_with_emphasis,relevant,relevant_str,guard_passed_gpt-4o-mini,guard_latency_gpt-4o-mini
Q1113,what are the names of airport pa,List of airports in Pennsylvania,"This is a list of airports in Pennsylvania (a U.S. state ), grouped by type and sorted by location. It contains all public-use and military airports in the state. Some private-use and former airports may be included where notable, such as airports that were previously public-use, those with commercial enplanements recorded by the FAA or airports assigned an IATA airport code.","This is a list of airports in Pennsylvania (a U.S. state ), grouped by type and sorted by location. It contains all public-use and military airports in the state. Some private-use and former airports may be included where notable, such as airports that were previously public-use, those with commercial enplanements recorded by the FAA or airports assigned an IATA airport code.",false,unrelated,unrelated,3.15632787499635
Q2627,when was the Declaration of Independence Signing,United States Declaration of Independence,"The Declaration of Independence is a statement adopted by the Continental Congress on July 4, 1776, which announced that the thirteen American colonies , then at war with Great Britain , regarded themselves as independent states, and no longer a part of the British Empire . Instead they now formed a new nation—the United States of America. John Adams was a leader in pushing for independence, which was unanimously approved on July 2. A committee had already drafted the formal declaration, to be ready when congress voted on independence. Adams persuaded the committee to select Thomas Jefferson to compose the original draft of the document, which congress would edit to produce the final version. The Declaration was ultimately a formal explanation of why Congress had voted on July 2 to declare independence from Great Britain, more than a year after the outbreak of the American Revolutionary War . The national birthday, the Independence Day is celebrated on July 4, although Adams wanted July 2. After ratifying the text on July 4, Congress issued the Declaration of Independence in several forms. It was initially published as the printed Dunlap broadside that was widely distributed and read to the public. The most famous version of the Declaration, a signed copy that is popularly regarded as the Declaration of Independence, is displayed at the National Archives in Washington, D.C. Although the wording of the Declaration was approved on July 4, the date of its signing was August 2. The original July 4 United States Declaration of Independence manuscript was lost while all other copies have been derived from this original document. The sources and interpretation of the Declaration have been the subject of much scholarly inquiry. The Declaration justified the independence of the United States by listing colonial grievances against King George III , and by asserting certain natural and legal rights , including a right of revolution . Having served its original purpose in announcing independence, the text of the Declaration was initially ignored after the American Revolution . Since then, it has come to be considered a major statement on human rights , particularly its second sentence: We hold these truths to be self-evident, that all men are created equal , that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness . This has been called ""one of the best-known sentences in the English language"", containing ""the most potent and consequential words in American history."" The passage came to represent a moral standard to which the United States should strive. This view was notably promoted by Abraham Lincoln , who considered the Declaration to be the foundation of his political philosophy, and argued that the Declaration is a statement of principles through which the United States Constitution should be interpreted. It has inspired work for the rights of marginalized people throughout the world.","The Declaration of Independence is a statement adopted by the Continental Congress on July 4, 1776, which announced that the thirteen American colonies , then at war with Great Britain , regarded themselves as independent states, and no longer a part of the British Empire . Instead they now formed a new nation—the United States of America. John Adams was a leader in pushing for independence, which was unanimously approved on July 2. A committee had already drafted the formal declaration, to be ready when congress voted on independence. Adams persuaded the committee to select Thomas Jefferson to compose the original draft of the document, which congress would edit to produce the final version. The Declaration was ultimately a formal explanation of why Congress had voted on July 2 to declare independence from Great Britain, more than a year after the outbreak of the American Revolutionary War . The national birthday, the Independence Day is celebrated on July 4, although Adams wanted July 2. After ratifying the text on July 4, Congress issued the Declaration of Independence in several forms. It was initially published as the printed Dunlap broadside that was widely distributed and read to the public. The most famous version of the Declaration, a signed copy that is popularly regarded as the Declaration of Independence, is displayed at the National Archives in Washington, D.C. Although the wording of the Declaration was approved on July 4, the date of its signing was August 2. The original July 4 United States Declaration of Independence manuscript was lost while all other copies have been derived from this original document. The sources and interpretation of the Declaration have been the subject of much scholarly inquiry. The Declaration justified the independence of the United States by listing colonial grievances against King George III , and by asserting certain natural and legal rights , including a right of revolution . Having served its original purpose in announcing independence, the text of the Declaration was initially ignored after the American Revolution . Since then, it has come to be considered a major statement on human rights , particularly its second sentence: We hold these truths to be self-evident, that all men are created equal , that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness . This has been called ""one of the best-known sentences in the English language"", containing ""the most potent and consequential words in American history."" The passage came to represent a moral standard to which the United States should strive. This view was notably promoted by Abraham Lincoln , who considered the Declaration to be the foundation of his political philosophy, and argued that the Declaration is a statement of principles through which the United States Constitution should be interpreted. It has inspired work for the rights of marginalized people throughout the world.",false,unrelated,relevant,3.2058804999978747
Q2210,what was the main event for katherine dunham?,Katherine Dunham,"Katherine Dunham in Tropical Revue Katherine Dunham in Studio Katherine Dunham in Tropical Review Tropical Review, Martin Beck Theatre Katherine Dunham wearing dance costume Katherine Dunham in Cumbia Katherine Dunham (June 22, 1909 – May 21, 2006) was an American dancer , choreographer , author, educator, and social activist. Dunham had one of the most successful dance careers in American and European theater of the 20th century, and directed her own dance company for many years. She has been called the ""matriarch and queen mother of black dance"". During her heyday in the 1940s and 1950s, Dunham was renowned throughout Europe and Latin America and was widely popular in the United States, where the Washington Post called her ""dancer Katherine the Great"". For almost thirty years she maintained the Katherine Dunham Dance Company , the only self-supported American black dance troupe at that time, and over her long career she choreographed more than ninety individual dances. Dunham was an innovator in African-American modern dance as well as a leader in the field of dance anthropology , or ethnochoreology .","Katherine Dunham in Tropical Revue Katherine Dunham in Studio Katherine Dunham in Tropical Review Tropical Review, Martin Beck Theatre Katherine Dunham wearing dance costume Katherine Dunham in Cumbia Katherine Dunham (June 22, 1909 – May 21, 2006) was an American dancer , choreographer , author, educator, and social activist. Dunham had one of the most successful dance careers in American and European theater of the 20th century, and directed her own dance company for many years. She has been called the ""matriarch and queen mother of black dance"". During her heyday in the 1940s and 1950s, Dunham was renowned throughout Europe and Latin America and was widely popular in the United States, where the Washington Post called her ""dancer Katherine the Great"". For almost thirty years she maintained the Katherine Dunham Dance Company , the only self-supported American black dance troupe at that time, and over her long career she choreographed more than ninety individual dances. Dunham was an innovator in African-American modern dance as well as a leader in the field of dance anthropology , or ethnochoreology .",false,unrelated,unrelated,4.640590457995131
Q679,what channel is letterman on,Late Show with David Letterman,"Late Show with David Letterman is an American late-night talk show hosted by David Letterman on CBS . The show debuted on August 30, 1993, and is produced by Letterman's production company, Worldwide Pants Incorporated . The show's music director and band-leader of the house band, the CBS Orchestra , is Paul Shaffer . The head writer is Matt Roberts and the announcer is Alan Kalter . Of the major U.S. late-night programs, Late Show ranks second in cumulative average viewers over time and third in number of episodes over time. The show leads other late night shows in ad revenue with $271 million in 2009. In most U.S. markets the show airs at 11:35 p.m. Eastern/Pacific time, but is recorded Monday through Wednesday at 4:30 p.m., and Thursdays at 3:30 p.m and 6:00 p.m. The second Thursday episode usually airs on Friday of that week. In 2002, Late Show with David Letterman was ranked No. 7 on TV Guide's 50 Greatest TV Shows of All Time . CBS has a contract with Worldwide Pants to continue the show through 2014; by then, Letterman will surpass Johnny Carson as the longest tenured late-night talk show host.","LATE SHOW WITH DAVID LETTERMAN IS AN AMERICAN LATE-NIGHT TALK SHOW HOSTED BY DAVID LETTERMAN ON CBS . The show debuted on August 30, 1993, and is produced by Letterman's production company, Worldwide Pants Incorporated . The show's music director and band-leader of the house band, the CBS Orchestra , is Paul Shaffer . The head writer is Matt Roberts and the announcer is Alan Kalter . Of the major U.S. late-night programs, Late Show ranks second in cumulative average viewers over time and third in number of episodes over time. The show leads other late night shows in ad revenue with $271 million in 2009. In most U.S. markets the show airs at 11:35 p.m. Eastern/Pacific time, but is recorded Monday through Wednesday at 4:30 p.m., and Thursdays at 3:30 p.m and 6:00 p.m. The second Thursday episode usually airs on Friday of that week. In 2002, Late Show with David Letterman was ranked No. 7 on TV Guide's 50 Greatest TV Shows of All Time . CBS has a contract with Worldwide Pants to continue the show through 2014; by then, Letterman will surpass Johnny Carson as the longest tenured late-night talk show host.",true,relevant,unrelated,3.2269100830017123
Q1123,who kill franz ferdinand ww1,Assassination of Archduke Franz Ferdinand of Austria,"A plaque commemorating the location of the Sarajevo assassination and steps of Gavrilo Princip (image taken in 1987, before steps were removed in 1992 and plaque changed from Cyrillic to Latin script) A plaque commemorating the location of the Sarajevo assassination (image taken in 2009) On 28 June 1914, Archduke Franz Ferdinand of Austria , heir presumptive to the Austro-Hungarian throne, and his wife, Sophie, Duchess of Hohenberg , were shot dead in Sarajevo , by Gavrilo Princip , one of a group of six Bosnian Serb assassins coordinated by Danilo Ilić . The political objective of the assassination was to break off Austria-Hungary's south-Slav provinces so they could be combined into a Greater Serbia or a Yugoslavia . The assassins' motives were consistent with the movement that later became known as Young Bosnia . Serbian military officers stood behind the attack. At the top of these Serbian military conspirators was Chief of Serbian Military Intelligence Dragutin Dimitrijević , his righthand man Major Vojislav Tankosić, and Masterspy Rade Malobabić. Major Tankosić armed the assassins with bombs and pistols and trained them. The assassins were given access to the same clandestine tunnel of safe-houses and agents that Rade Malobabić used for the infiltration of weapons and operatives into Austria-Hungary. The assassins, the key members of the clandestine tunnel, and the key Serbian military conspirators who were still alive were arrested, tried, convicted and punished. Those who were arrested in Bosnia were tried in Sarajevo in October 1914. The other conspirators were arrested and tried before a Serbian kangaroo court on the French-controlled Salonika Front in 1916–1917 on unrelated false charges; Serbia executed three of the top military conspirators. Much of what is known about the assassinations comes from these two trials and related records. Assignment of responsibility for the bombing and murders of 28 June is highly controversial because the attack led to the outbreak of World War I one month later.","A plaque commemorating the location of the Sarajevo assassination and steps of Gavrilo Princip (image taken in 1987, before steps were removed in 1992 and plaque changed from Cyrillic to Latin script) A plaque commemorating the location of the Sarajevo assassination (image taken in 2009) ON 28 JUNE 1914, ARCHDUKE FRANZ FERDINAND OF AUSTRIA , HEIR PRESUMPTIVE TO THE AUSTRO-HUNGARIAN THRONE, AND HIS WIFE, SOPHIE, DUCHESS OF HOHENBERG , WERE SHOT DEAD IN SARAJEVO , BY GAVRILO PRINCIP , ONE OF A GROUP OF SIX BOSNIAN SERB ASSASSINS COORDINATED BY DANILO ILIĆ . The political objective of the assassination was to break off Austria-Hungary's south-Slav provinces so they could be combined into a Greater Serbia or a Yugoslavia . The assassins' motives were consistent with the movement that later became known as Young Bosnia . Serbian military officers stood behind the attack. At the top of these Serbian military conspirators was Chief of Serbian Military Intelligence Dragutin Dimitrijević , his righthand man Major Vojislav Tankosić, and Masterspy Rade Malobabić. Major Tankosić armed the assassins with bombs and pistols and trained them. The assassins were given access to the same clandestine tunnel of safe-houses and agents that Rade Malobabić used for the infiltration of weapons and operatives into Austria-Hungary. The assassins, the key members of the clandestine tunnel, and the key Serbian military conspirators who were still alive were arrested, tried, convicted and punished. Those who were arrested in Bosnia were tried in Sarajevo in October 1914. The other conspirators were arrested and tried before a Serbian kangaroo court on the French-controlled Salonika Front in 1916–1917 on unrelated false charges; Serbia executed three of the top military conspirators. Much of what is known about the assassinations comes from these two trials and related records. Assignment of responsibility for the bombing and murders of 28 June is highly controversial because the attack led to the outbreak of World War I one month later.",true,relevant,relevant,3.504354125005193
Q230,what happens to queen elizabeth's old dresses,Elizabeth II,"Elizabeth II (Elizabeth Alexandra Mary; born 21 April 1926) is the constitutional monarch of 16 sovereign states , known as the Commonwealth realms , and their territories and dependencies, and head of the 54-member Commonwealth of Nations . She is Supreme Governor of the Church of England and, in some of her realms, carries the title of Defender of the Faith as part of her full title. On her accession on 6 February 1952, Elizabeth became Head of the Commonwealth and queen regnant of seven independent Commonwealth countries: the United Kingdom , Canada , Australia , New Zealand , South Africa , Pakistan and Ceylon . From 1956 to 1992, the number of her realms varied as territories gained independence and some realms became republics. At present, in addition to the first four aforementioned countries, Elizabeth is Queen of Jamaica , Barbados , the Bahamas , Grenada , Papua New Guinea , the Solomon Islands , Tuvalu , Saint Lucia , Saint Vincent and the Grenadines , Belize , Antigua and Barbuda and Saint Kitts and Nevis . Her reign of years is currently the second longest for a British monarch ; only Queen Victoria has reigned longer at over 63 years. Elizabeth was born in London and educated privately at home. Her father acceded to the throne as George VI in 1936 on the abdication of his brother Edward VIII , from which time she was the heir presumptive . She began to undertake public duties during the Second World War , in which she served in the Auxiliary Territorial Service . In 1947, she married Prince Philip, Duke of Edinburgh , with whom she has four children: Charles , Anne , Andrew , and Edward . Her coronation service took place in 1953 and was the first to be televised. The Queen's many historic visits and meetings include a state visit to the Republic of Ireland and reciprocal visits to and from the Pope . The Queen has seen major constitutional changes in her realms, such as devolution in the United Kingdom and the patriation of the Canadian constitution. Times of personal significance have included the births and marriages of her children, the births of her grandchildren, the investiture of the Prince of Wales , and the celebration of milestones such as her Silver , Golden , and Diamond Jubilees in 1977, 2002, and 2012, respectively. Major events in the Queen's reign have included the Troubles in Northern Ireland , the Falklands War , wars with Iraq and the War in Afghanistan . There have been times of personal sorrow for her which include the death of her father at 56, the assassination of Prince Philip's uncle, Lord Mountbatten , the breakdown of her children's marriages in 1992 (a year deemed her annus horribilis ), the death in 1997 of her former daughter-in-law, Diana, Princess of Wales , and the deaths of her mother and sister in 2002. The Queen has occasionally faced severe press criticism of the royal family and republican sentiments, but support for the monarchy and her personal popularity remain high.","Elizabeth II (Elizabeth Alexandra Mary; born 21 April 1926) is the constitutional monarch of 16 sovereign states , known as the Commonwealth realms , and their territories and dependencies, and head of the 54-member Commonwealth of Nations . She is Supreme Governor of the Church of England and, in some of her realms, carries the title of Defender of the Faith as part of her full title. On her accession on 6 February 1952, Elizabeth became Head of the Commonwealth and queen regnant of seven independent Commonwealth countries: the United Kingdom , Canada , Australia , New Zealand , South Africa , Pakistan and Ceylon . From 1956 to 1992, the number of her realms varied as territories gained independence and some realms became republics. At present, in addition to the first four aforementioned countries, Elizabeth is Queen of Jamaica , Barbados , the Bahamas , Grenada , Papua New Guinea , the Solomon Islands , Tuvalu , Saint Lucia , Saint Vincent and the Grenadines , Belize , Antigua and Barbuda and Saint Kitts and Nevis . Her reign of years is currently the second longest for a British monarch ; only Queen Victoria has reigned longer at over 63 years. Elizabeth was born in London and educated privately at home. Her father acceded to the throne as George VI in 1936 on the abdication of his brother Edward VIII , from which time she was the heir presumptive . She began to undertake public duties during the Second World War , in which she served in the Auxiliary Territorial Service . In 1947, she married Prince Philip, Duke of Edinburgh , with whom she has four children: Charles , Anne , Andrew , and Edward . Her coronation service took place in 1953 and was the first to be televised. The Queen's many historic visits and meetings include a state visit to the Republic of Ireland and reciprocal visits to and from the Pope . The Queen has seen major constitutional changes in her realms, such as devolution in the United Kingdom and the patriation of the Canadian constitution. Times of personal significance have included the births and marriages of her children, the births of her grandchildren, the investiture of the Prince of Wales , and the celebration of milestones such as her Silver , Golden , and Diamond Jubilees in 1977, 2002, and 2012, respectively. Major events in the Queen's reign have included the Troubles in Northern Ireland , the Falklands War , wars with Iraq and the War in Afghanistan . There have been times of personal sorrow for her which include the death of her father at 56, the assassination of Prince Philip's uncle, Lord Mountbatten , the breakdown of her children's marriages in 1992 (a year deemed her annus horribilis ), the death in 1997 of her former daughter-in-law, Diana, Princess of Wales , and the deaths of her mother and sister in 2002. The Queen has occasionally faced severe press criticism of the royal family and republican sentiments, but support for the monarchy and her personal popularity remain high.",false,unrelated,unrelated,4.277035624996643
Q2987,what is negligence in tort?,Negligence,"Negligence (Lat. negligentia, from neglegere, to neglect, literally ""not to pick up something"") is a failure to exercise the care that a reasonably prudent person would exercise in like circumstances. The area of tort law known as negligence involves harm caused by carelessness, not intentional harm. According to Jay M. Feinman of the Rutgers University School of Law; ""The core idea of negligence is that people should exercise reasonable care when they act by taking account of the potential harm that they might foreseeably cause harm to other people."" ""those who go personally or bring property where they know that they or it may come into collision with the persons or property of others have by law a duty cast upon them to use reasonable care and skill to avoid such a collision."" Fletcher v Rylands ([1866] LR 1 Ex 265) Through civil litigation, if an injured person proves that another person acted negligently to cause their injury, they can recover damages to compensate for their harm. Proving a case for negligence can potentially entitle the injured plaintiff to compensation for harm to their body, property, mental well-being, financial status, or intimate relationships. However, because negligence cases are very fact-specific, this general definition does not fully explain the concept of when the law will require one person to compensate another for losses caused by accidental injury. Further, the law of negligence at common law is only one aspect of the law of liability. Although resulting damages must be proven in order to recover compensation in a negligence action, the nature and extent of those damages are not the primary focus of negligence cases.","Negligence (Lat. negligentia, from neglegere, to neglect, literally ""not to pick up something"") is a failure to exercise the care that a reasonably prudent person would exercise in like circumstances. The area of tort law known as negligence involves harm caused by carelessness, not intentional harm. According to Jay M. Feinman of the Rutgers University School of Law; ""The core idea of negligence is that people should exercise reasonable care when they act by taking account of the potential harm that they might foreseeably cause harm to other people."" ""those who go personally or bring property where they know that they or it may come into collision with the persons or property of others have by law a duty cast upon them to use reasonable care and skill to avoid such a collision."" Fletcher v Rylands ([1866] LR 1 Ex 265) Through civil litigation, if an injured person proves that another person acted negligently to cause their injury, they can recover damages to compensate for their harm. Proving a case for negligence can potentially entitle the injured plaintiff to compensation for harm to their body, property, mental well-being, financial status, or intimate relationships. However, because negligence cases are very fact-specific, this general definition does not fully explain the concept of when the law will require one person to compensate another for losses caused by accidental injury. Further, the law of negligence at common law is only one aspect of the law of liability. Although resulting damages must be proven in order to recover compensation in a negligence action, the nature and extent of those damages are not the primary focus of negligence cases.",false,unrelated,relevant,7.299303250001685
Q2018,what is the rationale for outsourcing in firms,outsourcing,"Outsourcing is the contracting out of an internal business process to a third-party organization. The practice of contracting a business process out to a third party rather than staffing it internally is common in the modern economy. The term ""outsourcing"" became popular in the United States near the turn of the 21st century. Outsourcing sometimes involves transferring employees and assets from one firm to another, but not always. The definition of outsourcing includes both foreign and domestic contracting, and sometimes includes offshoring , which means relocating a business function to another country. Financial savings from lower international labor rates is a big motivation for outsourcing/offshoring. The opposite of outsourcing is called insourcing , which entails bringing processes handled by third-party firms in-house, and is sometimes accomplished via vertical integration . However, a business can provide a contract service to another business without necessarily insourcing that business process.","Outsourcing is the contracting out of an internal business process to a third-party organization. The practice of contracting a business process out to a third party rather than staffing it internally is common in the modern economy. The term ""outsourcing"" became popular in the United States near the turn of the 21st century. Outsourcing sometimes involves transferring employees and assets from one firm to another, but not always. The definition of outsourcing includes both foreign and domestic contracting, and sometimes includes offshoring , which means relocating a business function to another country. Financial savings from lower international labor rates is a big motivation for outsourcing/offshoring. The opposite of outsourcing is called insourcing , which entails bringing processes handled by third-party firms in-house, and is sometimes accomplished via vertical integration . However, a business can provide a contract service to another business without necessarily insourcing that business process.",false,unrelated,unrelated,7.109531166999659
Q1234,what wavelengths are the most harmful on the em spectrum,Electromagnetic spectrum,"A diagram of the electromagnetic spectrum, showing various properties across the range of frequencies and wavelengths The electromagnetic spectrum is the range of all possible frequencies of electromagnetic radiation . The ""electromagnetic spectrum"" of an object has a different meaning, and is instead the characteristic distribution of electromagnetic radiation emitted or absorbed by that particular object. The electromagnetic spectrum extends from below the low frequencies used for modern radio communication to gamma radiation at the short- wavelength (high-frequency) end, thereby covering wavelengths from thousands of kilometers down to a fraction of the size of an atom . The limit for long wavelengths is the size of the universe itself, while it is thought that the short wavelength limit is in the vicinity of the Planck length , although in principle the spectrum is infinite and continuous . Most parts of the electromagnetic spectrum are used in science for spectroscopic and other probing interactions, as ways to study and characterize matter. In addition, radiation from various parts of the spectrum has found many other uses for communications and manufacturing (see electromagnetic radiation for more applications). Legend","A diagram of the electromagnetic spectrum, showing various properties across the range of frequencies and wavelengths The electromagnetic spectrum is the range of all possible frequencies of electromagnetic radiation . The ""electromagnetic spectrum"" of an object has a different meaning, and is instead the characteristic distribution of electromagnetic radiation emitted or absorbed by that particular object. The electromagnetic spectrum extends from below the low frequencies used for modern radio communication to gamma radiation at the short- wavelength (high-frequency) end, thereby covering wavelengths from thousands of kilometers down to a fraction of the size of an atom . The limit for long wavelengths is the size of the universe itself, while it is thought that the short wavelength limit is in the vicinity of the Planck length , although in principle the spectrum is infinite and continuous . Most parts of the electromagnetic spectrum are used in science for spectroscopic and other probing interactions, as ways to study and characterize matter. In addition, radiation from various parts of the spectrum has found many other uses for communications and manufacturing (see electromagnetic radiation for more applications). Legend",false,unrelated,unrelated,6.403315666000708
Q993,what area code is 810,Area code 810,Area codes in Michigan Area code 810 is the telephone area code serving eastern Michigan .,Area codes in Michigan AREA CODE 810 IS THE TELEPHONE AREA CODE SERVING EASTERN MICHIGAN .,true,relevant,relevant,2.351024958996277
Q97,how big can texel guinea pigs become,List of guinea pig breeds,"A prize-winning lilac-and-white Silkie There are many breeds of Guinea pig which have been developed since its domestication ca. 5000 BC. Breeds vary widely in appearance and purpose, ranging from show breeds with long, flowing hair to those in use as model organisms by science. From ca. 1200 AD to the Spanish conquest of the Inca Empire in 1532, selective breeding by indigenous South American peoples resulted in many varieties of domestic Guinea pigs, which form the basis for some of the modern domestic breeds. Early Andean breeds were primarily kept as agricultural stock for food, and efforts at improving the Guinea pig as a food source continue to the modern era. With the export of Guinea pigs to Europe in the 15th century, the goal in breeding shifted to focus on the development of appealing pets. To this end, various competitive breeding organizations were founded by fanciers. The American Cavy Breeders Association , an adjunct to the American Rabbit Breeders Association , is the governing body in the United States and Canada. The British Cavy Council governs cavy clubs in the United Kingdom. Similar organizations exist in Australia (Australian National Cavy Council) and New Zealand (New Zealand Cavy Club). Each club publishes its own Standard of Perfection and determines which breeds are eligible for showing. New breeds continue to emerge in the 21st century. Though there are many breeds of Guinea pig, only a few breeds are commonly found on the show table as pets. Most Guinea pigs found as pets were either found undesirable by breeders or were bred to be pleasant pets regardless of how well they meet the breed standard of perfection. The short hair, Abyssinian, Peruvian and Sheltie (aka Silkie) breeds are those most frequently seen as pets, and the former three are the core breeds in the history of the competitive showing of Guinea pigs. In addition to their standard form, nearly all breeds come in a Satin variant. Satins, due to their hollow hair shafts, possess coats of a special gloss and shine. However, there is growing evidence that the genes responsible for the Satin coat also can cause severe bone problems, including Osteodystrophy and Paget's disease . Showing Satin variations is prohibited by some cavy breeders' associations because of animal welfare reasons. All cavy breeds have some shared general standards: the head profile should be rounded, with large eyes and large, smooth ears. The body should be strong and of compact build. Coat colour should in all variations be clearly defined and thorough from root to tip. These standards are best met by long established, commonly bred breeds, as their breeders have had enough time and animals to effectively breed for these qualities. The coat colour ideal of good definition and thoroughness is rarely met by other than the smooth coated breeds, which have had well established, separate breeding lines for different colours.","A prize-winning lilac-and-white Silkie There are many breeds of Guinea pig which have been developed since its domestication ca. 5000 BC. Breeds vary widely in appearance and purpose, ranging from show breeds with long, flowing hair to those in use as model organisms by science. From ca. 1200 AD to the Spanish conquest of the Inca Empire in 1532, selective breeding by indigenous South American peoples resulted in many varieties of domestic Guinea pigs, which form the basis for some of the modern domestic breeds. Early Andean breeds were primarily kept as agricultural stock for food, and efforts at improving the Guinea pig as a food source continue to the modern era. With the export of Guinea pigs to Europe in the 15th century, the goal in breeding shifted to focus on the development of appealing pets. To this end, various competitive breeding organizations were founded by fanciers. The American Cavy Breeders Association , an adjunct to the American Rabbit Breeders Association , is the governing body in the United States and Canada. The British Cavy Council governs cavy clubs in the United Kingdom. Similar organizations exist in Australia (Australian National Cavy Council) and New Zealand (New Zealand Cavy Club). Each club publishes its own Standard of Perfection and determines which breeds are eligible for showing. New breeds continue to emerge in the 21st century. Though there are many breeds of Guinea pig, only a few breeds are commonly found on the show table as pets. Most Guinea pigs found as pets were either found undesirable by breeders or were bred to be pleasant pets regardless of how well they meet the breed standard of perfection. The short hair, Abyssinian, Peruvian and Sheltie (aka Silkie) breeds are those most frequently seen as pets, and the former three are the core breeds in the history of the competitive showing of Guinea pigs. In addition to their standard form, nearly all breeds come in a Satin variant. Satins, due to their hollow hair shafts, possess coats of a special gloss and shine. However, there is growing evidence that the genes responsible for the Satin coat also can cause severe bone problems, including Osteodystrophy and Paget's disease . Showing Satin variations is prohibited by some cavy breeders' associations because of animal welfare reasons. All cavy breeds have some shared general standards: the head profile should be rounded, with large eyes and large, smooth ears. The body should be strong and of compact build. Coat colour should in all variations be clearly defined and thorough from root to tip. These standards are best met by long established, commonly bred breeds, as their breeders have had enough time and animals to effectively breed for these qualities. The coat colour ideal of good definition and thoroughness is rarely met by other than the smooth coated breeds, which have had well established, separate breeding lines for different colours.",false,unrelated,unrelated,3.384320208002464
Q2407,what is the female symbol called,Gender symbol,"A gender symbol denotes the sex of an organism or characterizes an agent by gender . The two standard gender symbols denoting male ♂ and female ♀ are derived from astrological symbols , denoting the classical planets Mars and Venus , respectively. These symbols have been in use since the Renaissance also denoting elements in alchemy , specifically the metals iron and copper . They were first used to denote the effective gender of plants (i.e. sex of individual in a given crossbreed, since most plants are hermaphroditic ) by Carolus Linnaeus in 1751.","A gender symbol denotes the sex of an organism or characterizes an agent by gender . THE TWO STANDARD GENDER SYMBOLS DENOTING MALE ♂ AND FEMALE ♀ ARE DERIVED FROM ASTROLOGICAL SYMBOLS , DENOTING THE CLASSICAL PLANETS MARS AND VENUS , RESPECTIVELY. These symbols have been in use since the Renaissance also denoting elements in alchemy , specifically the metals iron and copper . They were first used to denote the effective gender of plants (i.e. sex of individual in a given crossbreed, since most plants are hermaphroditic ) by Carolus Linnaeus in 1751.",true,relevant,relevant,7.680408290994819
Q1134,what are the thing in a stapler?,Stapler,"A common office stapler A common school stapler A stapler is a mechanical device that joins sheets of paper or similar material by driving a thin metal staple through the sheets and folding the ends. Staplers are widely used in government, business, offices , homes and schools . The word ""stapler"" can actually refer to a number of different devices of varying uses. In addition to joining paper sheets together, staplers can also be used in a surgical setting to join tissue together with surgical staples to close a surgical wound (much in the same way as stitches or sutures ). Typically, most staplers are used to join multiple sheets of paper. Paper staplers come in two distinct types: manual and electric. Manual staplers are normally hand-held, although models that are used while set on a desk or other surface are not uncommon. Electric staplers exist in a variety of different designs and models. Their primary operating function is to join large numbers of paper sheets together in rapid succession. Some electric staplers can join up to 20 sheets at a time.","A common office stapler A common school stapler A stapler is a mechanical device that joins sheets of paper or similar material by driving a thin metal staple through the sheets and folding the ends. Staplers are widely used in government, business, offices , homes and schools . The word ""stapler"" can actually refer to a number of different devices of varying uses. In addition to joining paper sheets together, staplers can also be used in a surgical setting to join tissue together with surgical staples to close a surgical wound (much in the same way as stitches or sutures ). Typically, most staplers are used to join multiple sheets of paper. Paper staplers come in two distinct types: manual and electric. Manual staplers are normally hand-held, although models that are used while set on a desk or other surface are not uncommon. Electric staplers exist in a variety of different designs and models. Their primary operating function is to join large numbers of paper sheets together in rapid succession. Some electric staplers can join up to 20 sheets at a time.",false,unrelated,unrelated,5.000202041999728
